playerID,Name,birthYear,birthMonth,birthDay
millera04,Ralph Miller,1899,1,14
millera05,Randy Miller,1953,3,18
millera99,Ray Miller,1945,4,30
millere01,Red Miller,1897,2,11
milleri01,Rick Miller,1948,4,19
millero01,Roscoe Miller,1876,12,2
millero02,Ronny Miller,1918,8,28
millero03,Rod Miller,1940,1,16
millero04,Roger Miller,1954,8,1
milleru01,Russ Miller,1900,3,25
milleru02,Rudy Miller,1900,7,12
millesh01,Shelby Miller,1990,10,10
millest01,Stu Miller,1927,12,26
milleto01,Tom Miller,1850,3,NA
milleto02,Tom Miller,1897,7,5
milletr01,Travis Miller,1972,11,2
milletr02,Trever Miller,1973,5,29
millety01,Tyson Miller,1995,7,29
millewa01,Warren Miller,1885,7,14
millewa02,Ward Miller,1884,7,5
millewa03,Walt Miller,1883,10,19
millewa04,Wade Miller,1976,9,13
millewh01,Whitey Miller,1915,5,2
millibi01,Billy Milligan,1878,8,19
millibo01,Bob Milliken,1926,8,25
millijo01,John Milligan,1861,8,8
millijo02,John Milligan,1904,1,22
millira01,Randy Milligan,1961,11,27
millira02,Ralph Milliard,1973,12,30
milliwa01,Wally Millies,1906,10,18
millsal01,Alan Mills,1966,10,18
millsal02,Alec Mills,1991,11,30
millsar01,Art Mills,1903,3,2
millsbi01,Bill Mills,1919,11,2
millsbr01,Brad Mills,1957,1,19
millsbr02,Brad Mills,1985,3,5
millsbu01,Buster Mills,1908,9,16
millsch01,Charlie Mills,1844,9,NA
millsdi01,Dick Mills,1945,1,29
millsev01,Everett Mills,1845,1,20
millsfr01,Frank Mills,1895,5,13
millsja01,Jack Mills,1889,10,23
millsle01,Howard Mills,1910,5,12
millsru01,Rupert Mills,1892,10,12
millswi01,Willie Mills,1877,8,15
millswy01,Wyatt Mills,1995,1,25
millwke01,Kevin Millwood,1974,12,24
milnaal01,Al Milnar,1913,12,26
milnebr01,Brian Milner,1959,11,17
milneed01,Eddie Milner,1955,5,21
milneho01,Hoby Milner,1991,1,13
milnejo01,John Milner,1949,12,28
milnepe01,Pete Milne,1925,4,10
milonto01,Tommy Milone,1987,2,16
milosmi01,Mike Milosevich,1915,1,13
milstge01,George Milstead,1903,6,26
miltoer01,Eric Milton,1975,8,4
miltola01,Larry Milton,1879,5,4
mimbsmi01,Mike Mimbs,1969,2,13
minahco01,Cotton Minahan,1882,12,10
minarru01,Rudy Minarcin,1930,3,25
minayju01,Juan Minaya,1990,9,18
minchdo01,Don Mincher,1938,6,24
minched01,Ed Mincher,1851,6,17
minchna01,Nate Minchey,1969,8,31
minerra01,Ray Miner,1897,4,4
minerza01,Zach Miner,1982,3,12
minetcr01,Craig Minetto,1954,4,25
mingost01,Steve Mingori,1944,2,29
minneda01,Dan Minnehan,1865,11,28
minnepa01,Paul Minner,1923,7,30
minnido01,Don Minnick,1931,4,14
minorbl01,Blas Minor,1966,3,20
minorda01,Damon Minor,1974,1,5
minormi01,Mike Minor,1987,12,26
minorry01,Ryan Minor,1974,1,5
minosmi01,Minnie Minoso,1923,11,29
minshji01,Jim Minshall,1947,7,4
minteaj01,A. J. Minter,1993,9,2
mintogr01,Greg Minton,1951,7,29
mintzst01,Steve Mintz,1968,11,24
minutgi01,Gino Minutelli,1964,5,23
mirabdo01,Doug Mirabelli,1970,10,18
mirabpa01,Paul Mirabella,1954,3,20
miranan01,Angel Miranda,1969,11,9
miranar01,Ariel Miranda,1989,1,10
miranjo01,Jose Miranda,1998,6,29
miranju01,Juan Miranda,1983,4,25
miranwi01,Willy Miranda,1926,5,24
mischpa01,Pat Misch,1981,8,18
misiean01,Anthony Misiewicz,1994,11,1
missejo01,John Misse,1885,5,30
misurmi01,Mike Misuraca,1968,8,21
mitchbo01,Bobby Mitchell,1856,2,6
mitchbo02,Bobby Mitchell,1943,10,22
mitchbo03,Bobby Mitchell,1955,4,7
mitchbr01,Bryan Mitchell,1991,4,19
mitchca01,Cal Mitchell,1999,3,8
mitchch01,Charlie Mitchell,1962,6,24
mitchcl01,Clarence Mitchell,1891,2,22
mitchcr01,Craig Mitchell,1954,4,14
mitchda01,Dale Mitchell,1921,8,23
mitchdj01,D. J. Mitchell,1987,5,13
mitchfr01,Fred Mitchell,1878,6,5
mitchga01,Garrett Mitchell,1998,9,4
mitchjo01,Johnny Mitchell,1894,8,9
mitchjo02,John Mitchell,1965,8,11
mitchke01,Kevin Mitchell,1962,1,13
mitchke02,Keith Mitchell,1969,8,6
mitchla01,Larry Mitchell,1971,10,16
mitchmi01,Mike Mitchell,1879,12,9
mitchmo01,Monroe Mitchell,1901,9,11
mitchpa01,Paul Mitchell,1949,8,19
mitchro01,Roy Mitchell,1885,4,19
mitchru01,Russ Mitchell,1985,2,15
mitchwi01,Willie Mitchell,1889,12,1
mitrese01,Sergio Mitre,1981,2,16
mittege01,George Mitterwald,1945,6,7
mittera01,Ralph Mitterling,1890,4,19
mizeca01,Casey Mize,1997,5,1
mizejo01,Johnny Mize,1913,1,7
mizelvi01,Vinegar Bend Mizell,1930,8,13
mizerjo01,John Mizerock,1960,12,8
mizeubi01,Bill Mizeur,1897,6,22
mlickda01,Dave Mlicki,1968,6,8
mmahake01,Kevin Mmahat,1964,11,9
moateda01,Dave Moates,1948,1,30
mockga01,Garrett Mock,1983,4,25
modakmi01,Mike Modak,1922,5,18
moehlbr01,Brian Moehler,1971,12,31
moellch01,Chad Moeller,1975,2,18
moellda01,Danny Moeller,1885,3,23
moellde01,Dennis Moeller,1967,9,15
moelljo01,Joe Moeller,1943,2,15
moellro01,Ron Moeller,1938,10,13
moffejo01,Joe Moffet,1859,6,27
moffesa01,Sam Moffet,1857,3,9
moffira01,Randy Moffitt,1948,10,13
moforhe01,Herb Moford,1928,8,6
mogrige01,George Mogridge,1889,2,18
moharge01,George Mohart,1892,3,6
moharjo01,John Mohardt,1898,1,21
mohleki01,Kid Mohler,1870,12,13
mohlemi01,Mike Mohler,1968,7,26
mohorda01,Dale Mohorcic,1956,1,25
mohrdu01,Dustan Mohr,1976,6,19
moisabi01,Bill Moisan,1925,7,30
mokanjo01,Johnny Mokan,1895,9,23
molefe01,Fenton Mole,1925,6,14
molesca01,Carlton Molesworth,1876,2,15
molinbe01,Bengie Molina,1974,7,20
molinbo01,Bob Molinaro,1950,5,21
molinga01,Gabe Molina,1975,5,3
molingu01,Gustavo Molina,1982,2,24
moliniz01,Izzy Molina,1971,6,3
molinjo01,Jose Molina,1975,6,3
molinya01,Yadier Molina,1982,7,13
molitpa01,Paul Molitor,1956,8,22
molledu01,Dustin Molleken,1984,8,21
mollefr01,Fred Mollenkamp,1890,3,15
mollsa01,Sam Moll,1992,1,3
mollwfr01,Fritz Mollwitz,1890,6,16
molonri01,Richie Moloney,1950,6,7
molynvi01,Vince Molyneaux,1888,8,17
monacbl01,Blas Monaco,1915,11,16
monahri01,Rinty Monahan,1928,4,28
monahsh01,Shane Monahan,1974,8,12
monasca01,Carlos Monasterios,1986,3,21
monbobi01,Bill Monbouquette,1936,8,11
moncayo01,Yoan Moncada,1995,5,27
moncefr01,Freddie Moncewicz,1903,9,1
monchal01,Alex Monchak,1917,3,5
moncrca01,Carlos Moncrief,1988,11,3
mondari01,Rick Monday,1945,11,20
mondera01,Raul Mondesi,1971,3,12
mondera02,Adalberto Mondesi,1995,7,27
mondona01,Nate Mondou,1995,3,24
moneljo01,Johnny Monell,1986,3,27
moneydo01,Don Money,1947,6,7
mongesi01,Sid Monge,1951,4,11
moniami01,Mickey Moniak,1998,5,13
monrocr01,Craig Monroe,1977,2,27
monroed01,Ed Monroe,1895,2,22
monrofr01,Frank Monroe,1855,NA,NA
monrojo01,John Monroe,1897,8,24
monrola01,Larry Monroe,1956,6,20
monroza01,Zach Monroe,1931,7,8
montaed01,Ed Montague,1905,7,24
montafr01,Frankie Montas,1993,3,21
montajo01,John Montague,1947,9,12
montalu01,Luis Montanez,1981,12,15
montara01,Rafael Montalvo,1964,3,31
montawi01,Willie Montanez,1948,4,1
monteag01,Agustin Montero,1977,8,26
monteau01,Aurelio Monteagudo,1943,11,19
montebr01,Bryce Montes de Oca,1996,4,23
monteel01,Elehuris Montero,1998,8,17
montefe01,Felipe Montemayor,1928,2,7
monteje01,Jesus Montero,1989,11,28
montejo01,John Montefusco,1950,5,25
montema01,Manny Montejo,1935,10,16
montemi01,Miguel Montero,1983,7,9
montera01,Rafael Montero,1990,10,17
montere01,Rene Monteagudo,1916,3,12
monteri01,Rich Monteleone,1963,3,22
montgal01,Al Montgomery,1920,7,3
montgbo01,Bob Montgomery,1944,4,16
montgje01,Jeff Montgomery,1962,1,7
montgjo01,Jordan Montgomery,1992,12,27
montgmi01,Mike Montgomery,1989,7,1
montgmo01,Monty Montgomery,1946,9,1
montgra01,Ray Montgomery,1969,8,8
montgst01,Steve Montgomery,1970,12,25
montoch01,Charlie Montoyo,1965,10,17
montral01,Al Montreuil,1943,8,23
montzlu01,Luke Montz,1983,7,7
monzara01,Ramon Monzant,1933,1,4
monzoda01,Dan Monzon,1946,5,17
moockjo01,Joe Moock,1944,3,12
moodyer01,Eric Moody,1971,1,6
moolige01,George Moolic,1864,3,12
moonebi01,Bill Mooneyham,1960,8,16
mooneji01,Jim Mooney,1906,9,4
moonle01,Leo Moon,1899,6,22
moonwa01,Wally Moon,1930,4,3
mooread01,Adam Moore,1984,5,8
mooreal01,Al Moore,1902,8,4
moorean01,Anse Moore,1917,9,22
moorean02,Andrew Moore,1994,6,2
moorear01,Archie Moore,1941,8,30
mooreba01,Barry Moore,1943,4,3
mooreba02,Balor Moore,1951,1,25
moorebi01,Bill Moore,1902,9,3
moorebi02,Bill Moore,1901,12,12
moorebi03,Bill Moore,1960,10,10
moorebo01,Bobby Moore,1958,11,8
moorebo02,Bobby Moore,1965,10,27
moorebr01,Brad Moore,1964,6,21
mooreca01,Carlos Moore,1906,8,13
moorech01,Charley Moore,1884,12,1
moorech02,Charlie Moore,1953,6,21
moorecy01,Cy Moore,1905,2,7
moorede01,Dee Moore,1914,4,6
mooredo01,Donnie Moore,1954,2,13
mooredy01,Dylan Moore,1992,8,2
mooreea01,Earl Moore,1877,7,29
mooreed01,Eddie Moore,1899,1,18
mooreeu01,Euel Moore,1908,5,27
moorefe01,Ferdie Moore,1896,2,22
moorega01,Gary Moore,1945,2,24
moorege01,Frank Moore,1876,9,11
moorege02,Gene Moore,1885,11,9
moorege03,Gene Moore,1909,8,26
mooreha01,Henry Moore,1862,NA,NA
mooreja01,Jackie Moore,1939,2,19
mooreje01,Jerry Moore,1855,NA,NA
mooreje02,Jeremy Moore,1987,6,29
mooreji01,Jim Moore,1903,12,14
mooreji02,Jimmy Moore,1903,4,24
moorejo01,Johnny Moore,1902,3,23
moorejo02,Jo-Jo Moore,1908,12,25
mooreju01,Junior Moore,1953,1,25
mooreke01,Kelvin Moore,1957,9,26
mooreke02,Kerwin Moore,1970,10,29
moorema01,Marcus Moore,1970,11,2
moorema02,Matt Moore,1989,6,18
mooremi01,Mike Moore,1959,11,26
mooremo01,Molly Moore,NA,NA,NA
moorera01,Randy Moore,1906,6,21
moorera02,Ray Moore,1926,6,1
moorero01,Roy Moore,1898,10,26
mooresc01,Scrappy Moore,1892,12,16
mooresc02,Scott Moore,1983,11,17
moorete01,Terry Moore,1912,5,27
mooreto01,Tommy Moore,1948,7,7
mooretr01,Trey Moore,1972,10,2
moorety01,Tyler Moore,1987,1,30
moorewh01,Whitey Moore,1912,6,10
moorewi01,Wilcy Moore,1897,5,20
moorhbo01,Bob Moorhead,1938,1,23
moosebo01,Bob Moose,1947,10,9
mootyja01,Jake Mooty,1912,4,13
moraan01,Andres Mora,1955,5,25
moragda01,David Moraga,1975,7,8
moralfr01,Franklin Morales,1986,1,24
moralfr02,Francisco Morales,1999,10,27
moralje01,Jerry Morales,1949,2,18
moraljo01,Jose Morales,1944,12,30
moraljo02,Jose Morales,1983,2,20
moralke01,Kendrys Morales,1983,6,20
moralos01,Osmer Morales,1992,10,30
moralri01,Rich Morales,1943,9,20
moralwi01,Willie Morales,1972,9,7
morame01,Melvin Mora,1972,2,2
moranal01,Al Moran,1938,12,5
moranbi01,Bill Moran,1869,10,10
moranbi02,Billy Moran,1933,11,27
moranbi03,Bill Moran,1950,9,26
moranbr01,Brian Moran,1988,9,30
moranch01,Charles Moran,1879,3,26
moranch02,Charlie Moran,1878,2,22
moranco01,Colin Moran,1992,10,1
moranha01,Harry Moran,1889,4,2
moranhe01,Herbie Moran,1884,2,16
moranhi01,Hiker Moran,1912,1,1
moranjo01,Jovani Moran,1997,4,24
moranmi01,Mickey Morandini,1966,4,22
moranpa01,Pat Moran,1876,2,7
moranro01,Roy Moran,1884,9,17
moransa01,Sam Moran,1870,9,16
morbajo01,Jose Morban,1979,10,2
mordemi01,Mike Mordecai,1967,12,13
morefo01,Forrest More,1881,9,30
morehda01,Dave Morehead,1943,9,5
morehra01,Ray Morehart,1899,12,2
morehse01,Seth Morehead,1934,8,15
morejad01,Adrian Morejon,1999,2,27
morejda01,Danny Morejon,1930,7,21
morelbr01,Brent Morel,1987,4,21
morelch01,Christopher Morel,1999,6,24
morelha01,Harry Morelock,1869,11,9
morelke01,Keith Moreland,1954,5,2
morelmi01,Mitch Moreland,1985,9,6
morelra01,Ramon Morel,1974,8,15
morenan01,Angel Moreno,1955,6,6
morendi01,Diego Moreno,1987,7,21
morened01,Edwin Moreno,1980,7,30
morenga01,Gabriel Moreno,2000,2,14
morenjo01,Jose Moreno,1957,11,1
morenju01,Julio Moreno,1921,1,28
morenju02,Juan Moreno,1975,2,28
morenle01,Lew Moren,1883,8,4
morenom01,Omar Moreno,1952,10,24
morenor01,Orber Moreno,1977,4,27
moretda01,Dauri Moreta,1996,4,15
moretro01,Roger Moret,1949,9,16
moreyda01,Dave Morey,1889,2,25
morgaad01,Adam Morgan,1990,2,27
morgabi01,Bill Morgan,1857,10,17
morgabi02,Bill Morgan,1856,NA,NA
morgabo01,Bobby Morgan,1926,6,29
morgach01,Chet Morgan,1910,6,6
morgacy01,Cy Morgan,1878,11,10
morgacy02,Cy Morgan,1895,11,11
morgaed01,Ed Morgan,1904,5,22
morgaed02,Eddie Morgan,1914,11,19
morgael01,Eli Morgan,1996,5,13
morgajo01,Joe Morgan,1930,11,19
morgajo02,Joe Morgan,1943,9,19
morgake01,Kevin Morgan,1969,12,3
morgami01,Mike Morgan,1959,10,8
morgany01,Nyjer Morgan,1980,7,2
morgapi01,Pidgey Morgan,1853,5,NA
morgara01,Ray Morgan,1889,6,14
morgare01,Red Morgan,1883,10,6
morgato01,Tom Morgan,1930,5,20
morgave01,Vern Morgan,1928,8,8
morhamo01,Moe Morhardt,1937,1,16
moriabi01,Bill Moriarty,1883,8,24
moriaed01,Ed Moriarty,1912,10,12
moriage01,Gene Moriarty,1863,1,6
moriage02,George Moriarty,1885,7,7
moriami01,Mike Moriarty,1974,3,8
morilju01,Juan Morillo,1983,11,5
morimsh01,Shawn Morimando,1992,11,20
morinmi01,Mike Morin,1991,5,3
morlajo01,John Morlan,1947,11,22
morlebi01,Bill Morley,1890,1,23
mormaal01,Alvin Morman,1969,1,6
mormaru01,Russ Morman,1962,4,28
morneju01,Justin Morneau,1981,5,15
morofma01,Max Moroff,1993,5,13
morogda01,Dan Morogiello,1955,3,26
moronje01,Jeff Moronko,1959,8,17
moronji01,Jim Moroney,1883,12,4
moronre01,Reyes Moronta,1993,1,6
morrebi01,Bill Morrell,1893,4,9
morriaj01,A. J. Morris,1986,12,1
morriak01,Akeel Morris,1992,11,14
morribi01,Bill Morrisette,1894,11,21
morribr01,Bryan Morris,1987,3,28
morribu01,Bugs Bennett,1892,4,19
morrico01,Cody Morris,1996,11,4
morrida01,Danny Morris,1946,6,11
morrido01,Doyt Morris,1916,7,15
morrie01,James Morris,1860,12,29
morried01,Ed Morris,1862,9,29
morried02,Ed Morris,1899,12,7
morrifr01,Frank Morrissey,1876,5,3
morrigu01,Guy Morrison,1895,8,29
morriha01,Hank Morrison,1866,5,22
morriha02,Hal Morris,1965,4,9
morrija01,Jack Morrissey,1876,5,2
morrija02,Jack Morris,1955,5,16
morriji01,Jim Morrison,1952,9,23
morriji02,Jim Morris,1964,1,19
morrijo01,John Morrill,1855,2,19
morrijo02,John Morrissey,1856,12,30
morrijo03,Jon Morrison,1859,NA,NA
morrijo04,Johnny Morrison,1895,10,22
morrijo05,Joseph Morrissey,1904,1,16
morrijo06,John Morris,1941,8,23
morrijo07,John Morris,1961,2,23
morrilo01,Logan Morrison,1987,8,25
morrima01,Matt Morris,1974,8,9
morrimi01,Mike Morrison,1867,2,6
morrip01,Pete Morris,1854,1,1
morriph01,Phil Morrison,1894,10,18
morrito01,Tom Morrissey,1860,5,NA
morrito02,Tom Morrison,1869,8,15
morriwa01,Walter Morris,1880,1,31
morriwa02,Warren Morris,1974,1,11
morrobr01,Brandon Morrow,1984,7,26
morsebu01,Bud Morse,1904,9,4
morseha01,Hap Morse,1886,12,6
morsemi01,Mike Morse,1982,3,22
mortecl01,Clayton Mortensen,1985,4,10
mortobu01,Bubba Morton,1931,12,13
mortoca01,Carl Morton,1944,1,18
mortoch01,Charlie Morton,1854,10,12
mortoch02,Charlie Morton,1983,11,12
mortoco01,Colt Morton,1982,4,10
mortogu01,Guy Morton,1893,6,1
mortogu02,Guy Morton,1930,11,4
mortoke01,Kevin Morton,1968,8,3
mortosp01,Sparrow Morton,1858,8,7
morynwa01,Walt Moryn,1926,4,12
moschro01,Ross Moschitto,1945,2,15
moscogu01,Guillermo Moscoso,1983,11,14
moscojo01,Jon Moscot,1991,8,15
mosebll01,Lloyd Moseby,1959,11,5
mosebro01,Robert Mosebach,1984,9,14
moseldu01,Dustin Moseley,1981,12,26
moselea01,Earl Moseley,1887,9,7
moserar01,Arnie Moser,1915,8,9
moserwa01,Walter Moser,1881,2,27
mosesfe99,Felix Moses,1853,5,13
mosesje01,Jerry Moses,1946,8,9
mosesjo01,John Moses,1957,8,9
moseswa01,Wally Moses,1910,10,8
moskapa01,Paul Moskau,1953,12,20
moskido01,Doc Moskiman,1878,12,20
moskoda01,Daniel Moskos,1986,4,28
mosolji01,Jim Mosolf,1905,8,21
mosquju01,Julio Mosquera,1972,1,29
mossbr01,Brandon Moss,1983,9,16
mossch01,Charlie Moss,1911,3,20
mossda01,Damian Moss,1976,11,24
mossho01,Howie Moss,1918,10,17
mossido01,Don Mossi,1929,1,11
mossle01,Les Moss,1925,5,14
mossma01,Mal Moss,1905,4,18
mossoea01,Earl Mossor,1925,7,21
mossra01,Ray Moss,1901,12,5
mostijo01,Johnny Mostil,1896,6,1
motaan01,Andy Mota,1966,3,4
motada01,Danny Mota,1975,10,9
motagu01,Guillermo Mota,1973,7,25
motajo01,Jose Mota,1965,3,16
motama01,Manny Mota,1938,2,18
motleda01,Darryl Motley,1960,1,21
mottbi01,Bitsy Mott,1918,6,12
motteja01,Jason Motte,1982,6,22
motteta01,Taylor Motter,1989,9,18
mottoch01,Chad Mottola,1971,10,15
mottocu01,Curt Motton,1940,9,24
motzfr01,Frank Motz,1869,10,1
mouldgl01,Glen Moulder,1917,9,28
moultal01,Allie Moulton,1886,1,16
mouncto01,Tony Mounce,1975,2,8
mountbi01,Bill Mountjoy,1858,12,11
mountfr01,Frank Mountain,1860,5,17
mountry01,Ryan Mountcastle,1997,2,18
moustmi01,Mike Moustakas,1988,9,11
moutoja01,James Mouton,1968,12,29
moutoly01,Lyle Mouton,1969,5,13
mowera01,Ray Mowe,1889,7,12
mowremi01,Mike Mowrey,1884,3,24
mowryjo01,Joe Mowry,1908,4,6
moyaga01,Gabriel Moya,1995,1,9
moyast01,Steven Moya,1991,8,9
moyered01,Ed Moyer,1885,8,15
moyerja01,Jamie Moyer,1962,11,18
moylape01,Peter Moylan,1978,12,2
moynami01,Mike Moynahan,1856,NA,NA
mroziro01,Ron Mrozinski,1930,9,16
mudroph01,Phil Mudrock,1937,1,12
muellbi01,Bill Mueller,1920,11,9
muellbi02,Bill Mueller,1971,3,17
muelldo01,Don Mueller,1927,4,14
muellgo01,Gordie Mueller,1922,12,10
muellhe01,Heinie Mueller,1899,9,16
muellhe02,Emmett Mueller,1912,7,20
muellle01,Les Mueller,1919,3,4
muellra01,Ray Mueller,1912,3,8
muellwa01,Walter Mueller,1894,12,6
muellwi01,Willie Mueller,1956,8,30
muffebi01,Billy Muffett,1930,9,21
muichjo01,Joe Muich,1903,11,23
muirjo01,Joe Muir,1922,11,26
mujiced01,Edward Mujica,1984,5,10
mujicjo01,Jose Mujica,1996,6,29
mulcahu01,Hugh Mulcahy,1913,9,9
muldema01,Mark Mulder,1977,8,5
muldomi01,Mike Muldoon,1856,4,NA
mulhote01,Terry Mulholland,1963,3,9
mullato01,Tony Mullane,1859,1,30
mulle01,Martin Mullen,1852,8,22
mullebi01,Billy Mullen,1896,1,23
mullech01,Charlie Mullen,1889,3,15
mulleco01,Conor Mullee,1988,2,25
mullefr01,Freddie Muller,1907,12,21
mullegr01,Greg Mulleavy,1905,9,25
mullejo01,John Mullin,1856,1,NA
mulleky01,Kyle Muller,1997,10,7
mullemo01,Ford Mullen,1917,2,9
mullesc01,Scott Mullen,1975,1,17
mullice01,Cedric Mullins,1994,10,1
mullidi01,Dick Mulligan,1918,3,18
mullied01,Eddie Mulligan,1894,8,27
mullifr01,Fran Mullins,1957,5,14
mullige01,George Mullin,1880,7,4
mulligr01,Greg Mullins,1971,12,13
mullihe01,Henry Mullin,1862,4,17
mulliji01,Jim Mullen,1877,1,9
mullijo01,John Mulligan,NA,NA,NA
mullijo02,Joe Mulligan,1913,7,31
mullipa01,Pat Mullin,1917,11,1
mullira01,Rance Mulliniks,1956,1,15
mullise01,Sean Mulligan,1970,4,25
mulredo01,Dominic Mulrenan,1893,12,18
mulrofr01,Frank Mulroney,1903,4,8
mulvejo01,Joe Mulvey,1858,10,27
mulveke01,Kevin Mulvey,1985,5,26
mumphje01,Jerry Mumphrey,1952,9,9
muncejo01,John Munce,1857,11,18
munchja01,Jake Munch,1890,11,16
muncrbo01,Bob Muncrief,1916,1,28
muncyma01,Max Muncy,1990,8,25
mundige01,George Mundinger,1854,11,20
mundybi01,Bill Mundy,1889,6,28
mungere01,Red Munger,1918,10,4
mungova01,Van Mungo,1911,6,8
munizca01,Carlos Muniz,1981,3,12
munizma01,Manny Muniz,1947,12,31
munnho01,Horatio Munn,1851,7,26
munnisc01,Scott Munninghoff,1958,12,5
munnsle01,Les Munns,1908,12,1
munoda01,Daniel Muno,1989,2,9
munozan01,Andres Munoz,1999,1,16
munozar01,Arnie Munoz,1982,6,21
munozbo01,Bobby Munoz,1968,3,3
munozjo01,Jose Munoz,1967,11,11
munozmi01,Mike Munoz,1965,7,12
munozno01,Noe Munoz,1967,11,11
munozos01,Oscar Munoz,1969,9,25
munozpe01,Pedro Munoz,1968,9,19
munozya01,Yairo Munoz,1995,1,23
munrope01,Peter Munro,1975,6,14
munsoer01,Eric Munson,1977,10,3
munsojo01,Joe Munson,1899,11,6
munsore01,Red Munson,1883,7,31
munsoth01,Thurman Munson,1947,6,7
muntesc01,Scott Munter,1980,3,7
munyajo01,John Munyan,1860,11,14
murakma01,Masanori Murakami,1944,5,6
murast01,Steve Mura,1955,2,12
muratto01,Toru Murata,1985,5,20
murcebo01,Bobby Murcer,1946,5,20
murchsi01,Simmy Murch,1880,11,21
murchti01,Tim Murchison,1896,10,8
murdowi01,Wilbur Murdoch,1875,3,14
murfepe01,Penn Murfee,1994,5,2
murffre01,Red Murff,1921,4,1
murnati01,Tim Murnane,1851,6,4
murph01,NA Murphy,NA,NA,NA
murphbi01,Billy Murphy,1944,5,7
murphbi02,Bill Murphy,1981,5,9
murphbo01,Bob Murphy,1866,12,26
murphbu01,Buzz Murphy,1895,4,26
murphcl01,Clarence Murphy,NA,NA,NA
murphco01,Con Murphy,1863,10,15
murphco02,Connie Murphy,1870,11,1
murphda01,Danny Murphy,1864,9,10
murphda02,Danny Murphy,1876,8,11
murphda03,Dave Murphy,1876,5,4
murphda04,Danny Murphy,1942,8,23
murphda05,Dale Murphy,1956,3,12
murphda06,Dan Murphy,1964,9,18
murphda07,David Murphy,1981,10,18
murphda08,Daniel Murphy,1985,4,1
murphdi01,Dick Murphy,1931,10,25
murphdo01,Donnie Murphy,1983,3,10
murphdu01,Herbert Murphy,1886,12,18
murphdw01,Dwayne Murphy,1955,3,18
murphed01,Ed Murphy,1877,1,12
murphed02,Eddie Murphy,1891,10,2
murphed03,Ed Murphy,1918,8,23
murphfr01,Frank Murphy,1876,4,6
murphho01,Howard Murphy,1882,1,1
murphjo01,John Murphy,1858,NA,NA
murphjo02,Joe Murphy,1866,9,7
murphjo03,John Murphy,1879,5,20
murphjo04,Johnny Murphy,1908,7,14
murphjr01,J. R. Murphy,1991,5,13
murphla01,Larry Murphy,1857,3,17
murphle01,Leo Murphy,1889,1,7
murphmi01,Mike Murphy,1888,8,19
murphmo01,Morgan Murphy,1867,2,14
murphpa01,Pat Murphy,1857,1,2
murphpa02,Patrick Murphy,1995,6,10
murphpa99,Pat Murphy,1958,11,28
murphro01,Rob Murphy,1960,5,26
murphse01,Sean Murphy,1994,10,4
murphto01,Tony Murphy,1859,7,NA
murphto02,Tom Murphy,1945,12,30
murphto03,Tommy Murphy,1979,8,27
murphto04,Tom Murphy,1991,4,3
murphwa01,Walter Murphy,1907,9,27
murphwi01,Willie Murphy,1864,3,23
murphya01,Yale Murphy,1869,10,11
murraaj01,A. J. Murray,1982,3,17
murraam01,Amby Murray,1913,6,4
murrabi01,Bill Murray,1893,9,6
murrabi99,Billy Murray,1864,4,13
murrabo01,Bobby Murray,1898,7,4
murraca01,Calvin Murray,1971,7,30
murraco01,Colton Murray,1990,4,22
murrada01,Dale Murray,1950,2,2
murrada02,Dan Murray,1973,11,21
murraed01,Ed Murray,1895,5,8
murraed02,Eddie Murray,1956,2,24
murrage01,George Murray,1898,9,23
murragl01,Glenn Murray,1970,11,23
murrahe01,Heath Murray,1973,4,19
murraji01,Jim Murray,1878,1,16
murraji02,Jim Murray,1894,12,31
murrajo01,Joe Murray,1920,11,11
murrala01,Larry Murray,1953,4,1
murrama01,Matt Murray,1970,9,26
murrami01,Miah Murray,1865,1,1
murrapa01,Pat Murray,1897,7,18
murrara01,Ray Murray,1917,10,12
murrare01,Red Murray,1884,3,4
murrari01,Rich Murray,1957,7,6
murrato01,Tom Murray,1867,3,23
murrato02,Tony Murray,1904,4,30
murreiv01,Ivan Murrell,1943,4,24
murtada01,Danny Murtaugh,1917,10,8
murtoma01,Matt Murton,1981,10,3
muserto01,Tony Muser,1947,8,1
musgrde01,Dennis Musgraves,1943,12,25
musgrha01,Harrison Musgrave,1992,3,3
musgrjo01,Joe Musgrove,1992,12,4
mushipa01,Parker Mushinski,1995,11,22
musiast01,Stan Musial,1920,11,21
musseda01,Danny Musser,1905,9,5
musseje01,Jeff Musselman,1963,6,21
mussene01,Neal Musser,1980,8,25
mussepa01,Paul Musser,1889,6,24
mussero01,Ron Musselman,1954,11,11
mussiba01,Barney Mussill,1919,10,1
mussimi01,Mike Mussina,1968,12,8
mustaal01,Alex Mustaikis,1909,3,26
mutisje01,Jeff Mutis,1966,12,20
mutriji99,Jim Mutrie,1851,6,13
muzzisi01,Simon Muzziotti,1998,12,27
myattge01,George Myatt,1914,6,14
myattgl01,Glenn Myatt,1897,7,9
myerbu01,Buddy Myer,1904,3,16
myersal01,Al Myers,1863,10,22
myersbe01,Bert Myers,1874,4,8
myersbi01,Billy Myers,1910,8,14
myersbr01,Brett Myers,1980,8,17
myersel01,Elmer Myers,1894,3,2
myersge01,George Myers,1860,11,13
myersgr01,Greg Myers,1966,4,14
myersha01,Hap Myers,1887,4,8
myershe01,Henry Myers,1858,5,NA
